Variable code,Description,Units,Temporal grouping,Aggregation
prx1day_delta_1991_2020_p10,30-year climatological average of Maximum 1-day total precipitation: abs. delta compared to 1991-2020.,mm/day,30y average,time: mean time: maximum over days
prx1day_delta_1991_2020_p50,30-year climatological average of Maximum 1-day total precipitation: abs. delta compared to 1991-2020.,mm/day,30y average,time: mean time: maximum over days
prx1day_delta_1991_2020_p90,30-year climatological average of Maximum 1-day total precipitation: abs. delta compared to 1991-2020.,mm/day,30y average,time: mean time: maximum over days
prx1day_p10,30-year climatological average of Maximum 1-day total precipitation.,mm/day,30y average,time: mean time: maximum over days
prx1day_p50,30-year climatological average of Maximum 1-day total precipitation.,mm/day,30y average,time: mean time: maximum over days
prx1day_p90,30-year climatological average of Maximum 1-day total precipitation.,mm/day,30y average,time: mean time: maximum over days
prx5day_delta_1971_2000_p10,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1971-2000.,mm,30y average,time: mean time: maximum over days
prx5day_delta_1971_2000_p50,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1971-2000.,mm,30y average,time: mean time: maximum over days
prx5day_delta_1971_2000_p90,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1971-2000.,mm,30y average,time: mean time: maximum over days
prx5day_delta_1991_2020_p10,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1991-2020.,mm,30y average,time: mean time: maximum over days
prx5day_delta_1991_2020_p50,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1991-2020.,mm,30y average,time: mean time: maximum over days
prx5day_delta_1991_2020_p90,30-year climatological average of Maximum 5-day total precipitation amount: abs. delta compared to 1991-2020.,mm,30y average,time: mean time: maximum over days
prx5day_p10,30-year climatological average of Maximum 5-day total precipitation amount.,mm,30y average,time: mean time: maximum over days
prx5day_p50,30-year climatological average of Maximum 5-day total precipitation amount.,mm,30y average,time: mean time: maximum over days
prx5day_p90,30-year climatological average of Maximum 5-day total precipitation amount.,mm,30y average,time: mean time: maximum over days
ratot_delta_1971_2000_p10,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
ratot_delta_1971_2000_p50,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
ratot_delta_1971_2000_p90,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
ratot_delta_1991_2020_p10,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
ratot_delta_1991_2020_p50,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
ratot_delta_1991_2020_p90,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
ratot_p10,30 year mean Total accumulated liquid precipitation,mm,30y average, time: sum over days
ratot_p50,30 year mean Total accumulated liquid precipitation,mm,30y average, time: sum over days
ratot_p90,30 year mean Total accumulated liquid precipitation,mm,30y average, time: sum over days
rax1day_delta_1971_2000_p10,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: maximum over days
rax1day_delta_1971_2000_p50,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: maximum over days
rax1day_delta_1971_2000_p90,30 year mean Total accumulated liquid precipitation: delta compared to 1971-2000.,mm,30y average, time: maximum over days
rax1day_delta_1991_2020_p10,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: maximum over days
rax1day_delta_1991_2020_p50,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: maximum over days
rax1day_delta_1991_2020_p90,30 year mean Total accumulated liquid precipitation: delta compared to 1991-2020.,mm,30y average, time: maximum over days
rax1day_p10,30 year mean Total accumulated liquid precipitation,mm,30y average, time: maximum over days
rax1day_p50,30 year mean Total accumulated liquid precipitation,mm,30y average, time: maximum over days
rax1day_p90,30 year mean Total accumulated liquid precipitation,mm,30y average, time: maximum over days
sn10mm_delta_1971_2000_p10,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn10mm_delta_1971_2000_p50,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn10mm_delta_1971_2000_p90,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn10mm_delta_1991_2020_p10,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn10mm_delta_1991_2020_p50,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn10mm_delta_1991_2020_p90,30 year mean Number of days with snowfall at or above 10.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn10mm_p10,30 year mean Number of days with snowfall at or above 10.0 mm/day,days,30y average, time: sum over days
sn10mm_p50,30 year mean Number of days with snowfall at or above 10.0 mm/day,days,30y average, time: sum over days
sn10mm_p90,30 year mean Number of days with snowfall at or above 10.0 mm/day,days,30y average, time: sum over days
sn2mm_delta_1971_2000_p10,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn2mm_delta_1971_2000_p50,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn2mm_delta_1971_2000_p90,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1971-2000.,days,30y average, time: sum over days
sn2mm_delta_1991_2020_p10,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn2mm_delta_1991_2020_p50,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn2mm_delta_1991_2020_p90,30 year mean Number of days with snowfall at or above 2.0 mm/day: delta compared to 1991-2020.,days,30y average, time: sum over days
sn2mm_p10,30 year mean Number of days with snowfall at or above 2.0 mm/day,days,30y average, time: sum over days
sn2mm_p50,30 year mean Number of days with snowfall at or above 2.0 mm/day,days,30y average, time: sum over days
sn2mm_p90,30 year mean Number of days with snowfall at or above 2.0 mm/day,days,30y average, time: sum over days
snowfall_season_length_delta_1971_2000_p10,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1971-2000.,days,30y average,
snowfall_season_length_delta_1971_2000_p50,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1971-2000.,days,30y average,
snowfall_season_length_delta_1971_2000_p90,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1971-2000.,days,30y average,
snowfall_season_length_delta_1991_2020_p10,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
snowfall_season_length_delta_1991_2020_p50,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
snowfall_season_length_delta_1991_2020_p90,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
snowfall_season_length_p10,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
snowfall_season_length_p50,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
snowfall_season_length_p90,30 year mean Number of days between first and last days (inclusive) when snowfall is above 1 mm/day: delta compared to 1991-2020.,days,30y average,
sntot_delta_1971_2000_p10,30 year mean Total accumulated solid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
sntot_delta_1971_2000_p50,30 year mean Total accumulated solid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
sntot_delta_1971_2000_p90,30 year mean Total accumulated solid precipitation: delta compared to 1971-2000.,mm,30y average, time: sum over days
sntot_delta_1991_2020_p10,30 year mean Total accumulated solid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
sntot_delta_1991_2020_p50,30 year mean Total accumulated solid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
sntot_delta_1991_2020_p90,30 year mean Total accumulated solid precipitation: delta compared to 1991-2020.,mm,30y average, time: sum over days
sntot_p10,30 year mean Total accumulated solid precipitation,mm,30y average, time: sum over days
sntot_p50,30 year mean Total accumulated solid precipitation,mm,30y average, time: sum over days
sntot_p90,30 year mean Total accumulated solid precipitation,mm,30y average, time: sum over days
snx1day_delta_1971_2000_p10,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1971-2000.,mm,30y average, time: maximum over days
snx1day_delta_1971_2000_p50,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1971-2000.,mm,30y average, time: maximum over days
snx1day_delta_1971_2000_p90,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1971-2000.,mm,30y average, time: maximum over days
snx1day_delta_1991_2020_p10,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1991-2020.,mm,30y average, time: maximum over days
snx1day_delta_1991_2020_p50,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1991-2020.,mm,30y average, time: maximum over days
snx1day_delta_1991_2020_p90,30 year mean Maximum 1-day solid precipitation amount: delta compared to 1991-2020.,mm,30y average, time: maximum over days
snx1day_p10,30 year mean Maximum 1-day solid precipitation amount,mm,30y average, time: maximum over days
snx1day_p50,30 year mean Maximum 1-day solid precipitation amount,mm,30y average, time: maximum over days
snx1day_p90,30 year mean Maximum 1-day solid precipitation amount,mm,30y average, time: maximum over days
tg_mean_delta_1971_2000_p10,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1971-2000.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_delta_1971_2000_p50,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1971-2000.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_delta_1971_2000_p90,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1971-2000.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_delta_1991_2020_p10,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1991-2020.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_delta_1991_2020_p50,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1991-2020.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_delta_1991_2020_p90,30-year climatological average of Mean daily mean temperature: abs. delta compared to 1991-2020.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_p10,30-year climatological average of Mean daily mean temperature.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_p50,30-year climatological average of Mean daily mean temperature.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tg_mean_p90,30-year climatological average of Mean daily mean temperature.,K,30y average,tasmin: time: minimum tasmax: time: maximum time: mean within days time: mean over days
tn_mean_delta_1971_2000_p10,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: mean over days
tn_mean_delta_1971_2000_p50,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: mean over days
tn_mean_delta_1971_2000_p90,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: mean over days
tn_mean_delta_1991_2020_p10,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: mean over days
tn_mean_delta_1991_2020_p50,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: mean over days
tn_mean_delta_1991_2020_p90,30-year climatological average of Mean daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: mean over days
tn_mean_p10,30-year climatological average of Mean daily minimum temperature.,K,30y average,time: minimum time: mean over days
tn_mean_p50,30-year climatological average of Mean daily minimum temperature.,K,30y average,time: minimum time: mean over days
tn_mean_p90,30-year climatological average of Mean daily minimum temperature.,K,30y average,time: minimum time: mean over days
tn_min_delta_1971_2000_p10,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: minimum over days
tn_min_delta_1971_2000_p50,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: minimum over days
tn_min_delta_1971_2000_p90,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1971-2000.,K,30y average,time: minimum time: minimum over days
tn_min_delta_1991_2020_p10,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: minimum over days
tn_min_delta_1991_2020_p50,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: minimum over days
tn_min_delta_1991_2020_p90,30-year climatological average of Minimum daily minimum temperature: abs. delta compared to 1991-2020.,K,30y average,time: minimum time: minimum over days
tn_min_p10,30-year climatological average of Minimum daily minimum temperature.,K,30y average,time: minimum time: minimum over days
tn_min_p50,30-year climatological average of Minimum daily minimum temperature.,K,30y average,time: minimum time: minimum over days
tn_min_p90,30-year climatological average of Minimum daily minimum temperature.,K,30y average,time: minimum time: minimum over days
tnlt_m15_delta_1971_2000_p10,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m15_delta_1971_2000_p50,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m15_delta_1971_2000_p90,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m15_delta_1991_2020_p10,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m15_delta_1991_2020_p50,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m15_delta_1991_2020_p90,30-year climatological average of The number of days with minimum temperature below -15 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m15_p10,30-year climatological average of The number of days with minimum temperature below -15 degc.,days,30y average,time: minimum time: sum over days
tnlt_m15_p50,30-year climatological average of The number of days with minimum temperature below -15 degc.,days,30y average,time: minimum time: sum over days
tnlt_m15_p90,30-year climatological average of The number of days with minimum temperature below -15 degc.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1971_2000_p10,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1971_2000_p50,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1971_2000_p90,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1991_2020_p10,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1991_2020_p50,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m25_delta_1991_2020_p90,30-year climatological average of The number of days with minimum temperature below -25 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tnlt_m25_p10,30-year climatological average of The number of days with minimum temperature below -25 degc.,days,30y average,time: minimum time: sum over days
tnlt_m25_p50,30-year climatological average of The number of days with minimum temperature below -25 degc.,days,30y average,time: minimum time: sum over days
tnlt_m25_p90,30-year climatological average of The number of days with minimum temperature below -25 degc.,days,30y average,time: minimum time: sum over days
tr_18_delta_1971_2000_p10,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_18_delta_1971_2000_p50,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_18_delta_1971_2000_p90,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_18_delta_1991_2020_p10,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_18_delta_1991_2020_p50,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_18_delta_1991_2020_p90,30-year climatological average of Number of days with minimum daily temperature above 18 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_18_p10,30-year climatological average of Number of days with minimum daily temperature above 18 degc.,days,30y average,time: minimum time: sum over days
tr_18_p50,30-year climatological average of Number of days with minimum daily temperature above 18 degc.,days,30y average,time: minimum time: sum over days
tr_18_p90,30-year climatological average of Number of days with minimum daily temperature above 18 degc.,days,30y average,time: minimum time: sum over days
tr_20_delta_1971_2000_p10,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_20_delta_1971_2000_p50,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_20_delta_1971_2000_p90,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_20_delta_1991_2020_p10,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_20_delta_1991_2020_p50,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_20_delta_1991_2020_p90,30-year climatological average of Number of days with minimum daily temperature above 20 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_20_p10,30-year climatological average of Number of days with minimum daily temperature above 20 degc.,days,30y average,time: minimum time: sum over days
tr_20_p50,30-year climatological average of Number of days with minimum daily temperature above 20 degc.,days,30y average,time: minimum time: sum over days
tr_20_p90,30-year climatological average of Number of days with minimum daily temperature above 20 degc.,days,30y average,time: minimum time: sum over days
tr_22_delta_1971_2000_p10,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_22_delta_1971_2000_p50,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_22_delta_1971_2000_p90,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1971-2000.,days,30y average,time: minimum time: sum over days
tr_22_delta_1991_2020_p10,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_22_delta_1991_2020_p50,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_22_delta_1991_2020_p90,30-year climatological average of Number of days with minimum daily temperature above 22 degc: abs. delta compared to 1991-2020.,days,30y average,time: minimum time: sum over days
tr_22_p10,30-year climatological average of Number of days with minimum daily temperature above 22 degc.,days,30y average,time: minimum time: sum over days
tr_22_p50,30-year climatological average of Number of days with minimum daily temperature above 22 degc.,days,30y average,time: minimum time: sum over days
tr_22_p90,30-year climatological average of Number of days with minimum daily temperature above 22 degc.,days,30y average,time: minimum time: sum over days
tx_max_delta_1971_2000_p10,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: maximum over days
tx_max_delta_1971_2000_p50,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: maximum over days
tx_max_delta_1971_2000_p90,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: maximum over days
tx_max_delta_1991_2020_p10,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: maximum over days
tx_max_delta_1991_2020_p50,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: maximum over days
tx_max_delta_1991_2020_p90,30-year climatological average of Maximum daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: maximum over days
tx_max_p10,30-year climatological average of Maximum daily maximum temperature.,K,30y average,time: maximum time: maximum over days
tx_max_p50,30-year climatological average of Maximum daily maximum temperature.,K,30y average,time: maximum time: maximum over days
tx_max_p90,30-year climatological average of Maximum daily maximum temperature.,K,30y average,time: maximum time: maximum over days
tx_mean_delta_1971_2000_p10,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: mean over days
tx_mean_delta_1971_2000_p50,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: mean over days
tx_mean_delta_1971_2000_p90,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1971-2000.,K,30y average,time: maximum time: mean over days
tx_mean_delta_1991_2020_p10,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: mean over days
tx_mean_delta_1991_2020_p50,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: mean over days
tx_mean_delta_1991_2020_p90,30-year climatological average of Mean daily maximum temperature: abs. delta compared to 1991-2020.,K,30y average,time: maximum time: mean over days
tx_mean_p10,30-year climatological average of Mean daily maximum temperature.,K,30y average,time: maximum time: mean over days
tx_mean_p50,30-year climatological average of Mean daily maximum temperature.,K,30y average,time: maximum time: mean over days
tx_mean_p90,30-year climatological average of Mean daily maximum temperature.,K,30y average,time: maximum time: mean over days
txgt_25_delta_1971_2000_p10,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_25_delta_1971_2000_p50,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_25_delta_1971_2000_p90,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_25_delta_1991_2020_p10,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_25_delta_1991_2020_p50,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_25_delta_1991_2020_p90,30-year climatological average of The number of days with maximum temperature above 25 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_25_p10,30-year climatological average of The number of days with maximum temperature above 25 degc.,days,30y average,time: maximum time: sum over days
txgt_25_p50,30-year climatological average of The number of days with maximum temperature above 25 degc.,days,30y average,time: maximum time: sum over days
txgt_25_p90,30-year climatological average of The number of days with maximum temperature above 25 degc.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1971_2000_p10,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1971_2000_p50,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1971_2000_p90,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1991_2020_p10,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1991_2020_p50,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_27_delta_1991_2020_p90,30-year climatological average of The number of days with maximum temperature above 27 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_27_p10,30-year climatological average of The number of days with maximum temperature above 27 degc.,days,30y average,time: maximum time: sum over days
txgt_27_p50,30-year climatological average of The number of days with maximum temperature above 27 degc.,days,30y average,time: maximum time: sum over days
txgt_27_p90,30-year climatological average of The number of days with maximum temperature above 27 degc.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1971_2000_p10,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1971_2000_p50,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1971_2000_p90,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1991_2020_p10,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1991_2020_p50,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_29_delta_1991_2020_p90,30-year climatological average of The number of days with maximum temperature above 29 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_29_p10,30-year climatological average of The number of days with maximum temperature above 29 degc.,days,30y average,time: maximum time: sum over days
txgt_29_p50,30-year climatological average of The number of days with maximum temperature above 29 degc.,days,30y average,time: maximum time: sum over days
txgt_29_p90,30-year climatological average of The number of days with maximum temperature above 29 degc.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1971_2000_p10,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1971_2000_p50,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1971_2000_p90,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1991_2020_p10,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1991_2020_p50,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_30_delta_1991_2020_p90,30-year climatological average of The number of days with maximum temperature above 30 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
txgt_30_p10,30-year climatological average of The number of days with maximum temperature above 30 degc.,days,30y average,time: maximum time: sum over days
txgt_30_p50,30-year climatological average of The number of days with maximum temperature above 30 degc.,days,30y average,time: maximum time: sum over days
txgt_30_p90,30-year climatological average of The number of days with maximum temperature above 30 degc.,days,30y average,time: maximum time: sum over days
txgt_32_delta_1971_2000_p10,30-year climatological average of The number of days with maximum temperature above 32 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_32_delta_1971_2000_p50,30-year climatological average of The number of days with maximum temperature above 32 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_32_delta_1971_2000_p90,30-year climatological average of The number of days with maximum temperature above 32 degc: abs. delta compared to 1971-2000.,days,30y average,time: maximum time: sum over days
txgt_32_delta_1991_2020_p10,30-year climatological average of The number of days with maximum temperature above 32 degc: abs. delta compared to 1991-2020.,days,30y average,time: maximum time: sum over days
